        Time               NuH               NuC               Nua      Temperature
 162250.000000    7.05066436e-04    0.00000000e+00    3.52533218e-04    5.04157684e-01
 162500.000000    7.05066045e-04    0.00000000e+00    3.52533022e-04    5.04158412e-01
 162750.000000    7.05065660e-04    0.00000000e+00    3.52532830e-04    5.04159129e-01
 163000.000000    7.05065280e-04    0.00000000e+00    3.52532640e-04    5.04159836e-01
 163250.000000    7.05064905e-04    0.00000000e+00    3.52532453e-04    5.04160533e-01
 163500.000000    7.05064537e-04    0.00000000e+00    3.52532268e-04    5.04161220e-01
 163750.000000    7.05064173e-04    0.00000000e+00    3.52532087e-04    5.04161897e-01
 164000.000000    7.05063815e-04    0.00000000e+00    3.52531908e-04    5.04162564e-01
 164250.000000    7.05063462e-04    0.00000000e+00    3.52531731e-04    5.04163221e-01
 164500.000000    7.05063114e-04    0.00000000e+00    3.52531557e-04    5.04163868e-01
 164750.000000    7.05062772e-04    0.00000000e+00    3.52531386e-04    5.04164507e-01
 165000.000000    7.05062434e-04    0.00000000e+00    3.52531217e-04    5.04165135e-01
 165250.000000    7.05062101e-04    0.00000000e+00    3.52531050e-04    5.04165755e-01
 165500.000000    7.05061772e-04    0.00000000e+00    3.52530886e-04    5.04166366e-01
 165750.000000    7.05061449e-04    0.00000000e+00    3.52530724e-04    5.04166968e-01
 166000.000000    7.05061130e-04    0.00000000e+00    3.52530565e-04    5.04167561e-01
 166250.000000    7.05060816e-04    0.00000000e+00    3.52530408e-04    5.04168146e-01
 166500.000000    7.05060506e-04    0.00000000e+00    3.52530253e-04    5.04168722e-01
 166750.000000    7.05060201e-04    0.00000000e+00    3.52530100e-04    5.04169290e-01
 167000.000000    7.05059900e-04    0.00000000e+00    3.52529950e-04    5.04169850e-01
 167250.000000    7.05059604e-04    0.00000000e+00    3.52529802e-04    5.04170401e-01
 167500.000000    7.05059312e-04    0.00000000e+00    3.52529656e-04    5.04170944e-01
 167750.000000    7.05059024e-04    0.00000000e+00    3.52529512e-04    5.04171480e-01
 168000.000000    7.05058740e-04    0.00000000e+00    3.52529370e-04    5.04172008e-01
 168250.000000    7.05058461e-04    0.00000000e+00    3.52529230e-04    5.04172528e-01
 168500.000000    7.05058185e-04    0.00000000e+00    3.52529093e-04    5.04173040e-01
 168750.000000    7.05057914e-04    0.00000000e+00    3.52528957e-04    5.04173545e-01
 169000.000000    7.05057646e-04    0.00000000e+00    3.52528823e-04    5.04174043e-01
 169250.000000    7.05057383e-04    0.00000000e+00    3.52528691e-04    5.04174533e-01
 169500.000000    7.05057123e-04    0.00000000e+00    3.52528562e-04    5.04175017e-01
 169750.000000    7.05056867e-04    0.00000000e+00    3.52528434e-04    5.04175493e-01
 170000.000000    7.05056615e-04    0.00000000e+00    3.52528308e-04    5.04175962e-01
 170250.000000    7.05056367e-04    0.00000000e+00    3.52528183e-04    5.04176425e-01
 170500.000000    7.05056122e-04    0.00000000e+00    3.52528061e-04    5.04176881e-01
 170750.000000    7.05055881e-04    0.00000000e+00    3.52527941e-04    5.04177330e-01
 171000.000000    7.05055644e-04    0.00000000e+00    3.52527822e-04    5.04177772e-01
 171250.000000    7.05055409e-04    0.00000000e+00    3.52527705e-04    5.04178209e-01
 171500.000000    7.05055179e-04    0.00000000e+00    3.52527589e-04    5.04178638e-01
